"latitude","longitude","state_name","delay_time"
38.656429,-90.198348,"Missouri",8
38.656429,-90.198348,"Missouri",58
38.656429,-90.198348,"Missouri",11
38.656429,-90.198348,"Missouri",67
38.656429,-90.198348,"Missouri",216
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",34
38.656429,-90.198348,"Missouri",21
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",17
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",27
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",5
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",8
38.656429,-90.198348,"Missouri",26
38.656429,-90.198348,"Missouri",47
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",12
38.656429,-90.198348,"Missouri",9
38.656429,-90.198348,"Missouri",183
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",15
38.656429,-90.198348,"Missouri",20
38.656429,-90.198348,"Missouri",108
38.656429,-90.198348,"Missouri",22
38.656429,-90.198348,"Missouri",15
38.656429,-90.198348,"Missouri",13
38.656429,-90.198348,"Missouri",25
38.656429,-90.198348,"Missouri",39
38.656429,-90.198348,"Missouri",5
38.656429,-90.198348,"Missouri",13
38.656429,-90.198348,"Missouri",32
38.656429,-90.198348,"Missouri",19
38.656429,-90.198348,"Missouri",45
38.656429,-90.198348,"Missouri",27
38.656429,-90.198348,"Missouri",5
38.656429,-90.198348,"Missouri",20
38.656429,-90.198348,"Missouri",19
38.656429,-90.198348,"Missouri",20
38.656429,-90.198348,"Missouri",15
38.656429,-90.198348,"Missouri",40
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",5
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",16
38.656429,-90.198348,"Missouri",20
38.656429,-90.198348,"Missouri",11
38.656429,-90.198348,"Missouri",35
38.656429,-90.198348,"Missouri",11
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",10
38.656429,-90.198348,"Missouri",25
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",17
38.656429,-90.198348,"Missouri",12
38.656429,-90.198348,"Missouri",12
38.656429,-90.198348,"Missouri",4
38.656429,-90.198348,"Missouri",44
38.656429,-90.198348,"Missouri",35
38.656429,-90.198348,"Missouri",13
38.656429,-90.198348,"Missouri",7
38.656429,-90.198348,"Missouri",14
38.656429,-90.198348,"Missouri",53
38.656429,-90.198348,"Missouri",37
38.656429,-90.198348,"Missouri",61
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",128
38.656429,-90.198348,"Missouri",5
38.656429,-90.198348,"Missouri",12
38.656429,-90.198348,"Missouri",7
38.656429,-90.198348,"Missouri",14
38.656429,-90.198348,"Missouri",27
38.656429,-90.198348,"Missouri",89
38.656429,-90.198348,"Missouri",19
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",6
38.656429,-90.198348,"Missouri",9
38.656429,-90.198348,"Missouri",6
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",28
38.656429,-90.198348,"Missouri",27
38.656429,-90.198348,"Missouri",20
38.656429,-90.198348,"Missouri",64
38.656429,-90.198348,"Missouri",9
38.656429,-90.198348,"Missouri",38
38.656429,-90.198348,"Missouri",5
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",36
38.656429,-90.198348,"Missouri",37
38.656429,-90.198348,"Missouri",8
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",23
38.656429,-90.198348,"Missouri",7
38.656429,-90.198348,"Missouri",27
38.656429,-90.198348,"Missouri",52
38.656429,-90.198348,"Missouri",13
38.656429,-90.198348,"Missouri",29
38.656429,-90.198348,"Missouri",8
38.656429,-90.198348,"Missouri",8
38.656429,-90.198348,"Missouri",9
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",27
38.656429,-90.198348,"Missouri",7
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",4
38.656429,-90.198348,"Missouri",37
38.656429,-90.198348,"Missouri",4
38.656429,-90.198348,"Missouri",19
38.656429,-90.198348,"Missouri",27
38.656429,-90.198348,"Missouri",4
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",17
38.656429,-90.198348,"Missouri",75
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",28
38.656429,-90.198348,"Missouri",32
38.656429,-90.198348,"Missouri",17
38.656429,-90.198348,"Missouri",6
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",106
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",9
38.656429,-90.198348,"Missouri",9
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",5
38.656429,-90.198348,"Missouri",7
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",94
38.656429,-90.198348,"Missouri",89
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",6
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",11
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",9
38.656429,-90.198348,"Missouri",22
38.656429,-90.198348,"Missouri",22
38.656429,-90.198348,"Missouri",14
38.656429,-90.198348,"Missouri",23
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",46
38.656429,-90.198348,"Missouri",5
38.656429,-90.198348,"Missouri",4
38.656429,-90.198348,"Missouri",7
38.656429,-90.198348,"Missouri",22
38.656429,-90.198348,"Missouri",17
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",37
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",22
38.656429,-90.198348,"Missouri",22
38.656429,-90.198348,"Missouri",17
38.656429,-90.198348,"Missouri",5
38.656429,-90.198348,"Missouri",13
38.656429,-90.198348,"Missouri",26
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",109
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",47
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",23
38.656429,-90.198348,"Missouri",13
38.656429,-90.198348,"Missouri",24
38.656429,-90.198348,"Missouri",4
38.656429,-90.198348,"Missouri",20
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",21
38.656429,-90.198348,"Missouri",7
38.656429,-90.198348,"Missouri",6
38.656429,-90.198348,"Missouri",14
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",6
38.656429,-90.198348,"Missouri",68
38.656429,-90.198348,"Missouri",10
38.656429,-90.198348,"Missouri",28
38.656429,-90.198348,"Missouri",46
38.656429,-90.198348,"Missouri",25
38.656429,-90.198348,"Missouri",11
38.656429,-90.198348,"Missouri",818
38.656429,-90.198348,"Missouri",61
38.656429,-90.198348,"Missouri",27
38.656429,-90.198348,"Missouri",4
38.656429,-90.198348,"Missouri",45
38.656429,-90.198348,"Missouri",47
38.656429,-90.198348,"Missouri",10
38.656429,-90.198348,"Missouri",72
38.656429,-90.198348,"Missouri",7
38.656429,-90.198348,"Missouri",21
38.656429,-90.198348,"Missouri",7
38.656429,-90.198348,"Missouri",15
38.656429,-90.198348,"Missouri",104
38.656429,-90.198348,"Missouri",11
38.656429,-90.198348,"Missouri",3
38.656429,-90.198348,"Missouri",10
38.656429,-90.198348,"Missouri",14
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",25
38.656429,-90.198348,"Missouri",20
38.656429,-90.198348,"Missouri",15
38.656429,-90.198348,"Missouri",10
38.656429,-90.198348,"Missouri",41
38.656429,-90.198348,"Missouri",44
38.656429,-90.198348,"Missouri",65
38.656429,-90.198348,"Missouri",2
38.656429,-90.198348,"Missouri",56
38.656429,-90.198348,"Missouri",23
38.656429,-90.198348,"Missouri",15
38.656429,-90.198348,"Missouri",18
38.656429,-90.198348,"Missouri",46
38.656429,-90.198348,"Missouri",1
38.656429,-90.198348,"Missouri",130
38.656429,-90.198348,"Missouri",27
38.656429,-90.198348,"Missouri",29
38.656429,-90.198348,"Missouri",41
46.8505,-111.987164,"Montana",40
46.8505,-111.987164,"Montana",24
46.8505,-111.987164,"Montana",44
46.8505,-111.987164,"Montana",2
46.8505,-111.987164,"Montana",21
46.8505,-111.987164,"Montana",12
46.8505,-111.987164,"Montana",6
46.8505,-111.987164,"Montana",6
46.8505,-111.987164,"Montana",48
46.8505,-111.987164,"Montana",4
46.8505,-111.987164,"Montana",56
46.8505,-111.987164,"Montana",62
46.8505,-111.987164,"Montana",3
46.8505,-111.987164,"Montana",55
46.8505,-111.987164,"Montana",85
46.8505,-111.987164,"Montana",18
46.8505,-111.987164,"Montana",16
46.8505,-111.987164,"Montana",7
46.8505,-111.987164,"Montana",7
46.8505,-111.987164,"Montana",42
46.8505,-111.987164,"Montana",6
46.8505,-111.987164,"Montana",108
46.8505,-111.987164,"Montana",4
46.8505,-111.987164,"Montana",6
46.8505,-111.987164,"Montana",26
46.8505,-111.987164,"Montana",4
46.8505,-111.987164,"Montana",2
46.8505,-111.987164,"Montana",13
46.8505,-111.987164,"Montana",83
46.8505,-111.987164,"Montana",3
46.8505,-111.987164,"Montana",85
46.8505,-111.987164,"Montana",48
46.8505,-111.987164,"Montana",19
46.8505,-111.987164,"Montana",7
46.8505,-111.987164,"Montana",3
46.8505,-111.987164,"Montana",64
46.8505,-111.987164,"Montana",3
46.8505,-111.987164,"Montana",13
46.8505,-111.987164,"Montana",14
46.8505,-111.987164,"Montana",22
46.8505,-111.987164,"Montana",46
46.8505,-111.987164,"Montana",127
46.8505,-111.987164,"Montana",12
46.8505,-111.987164,"Montana",59
46.8505,-111.987164,"Montana",16
46.8505,-111.987164,"Montana",5
46.8505,-111.987164,"Montana",8
46.8505,-111.987164,"Montana",26
46.8505,-111.987164,"Montana",12
46.8505,-111.987164,"Montana",8
46.8505,-111.987164,"Montana",2
41.322508,-95.938593,"Nebraska",3
41.322508,-95.938593,"Nebraska",1
41.322508,-95.938593,"Nebraska",50
41.322508,-95.938593,"Nebraska",119
41.322508,-95.938593,"Nebraska",42
41.322508,-95.938593,"Nebraska",28
41.322508,-95.938593,"Nebraska",6
41.322508,-95.938593,"Nebraska",8
41.322508,-95.938593,"Nebraska",46
41.322508,-95.938593,"Nebraska",7
41.322508,-95.938593,"Nebraska",2
41.322508,-95.938593,"Nebraska",1
41.322508,-95.938593,"Nebraska",8
41.322508,-95.938593,"Nebraska",61
41.322508,-95.938593,"Nebraska",13
41.322508,-95.938593,"Nebraska",70
41.322508,-95.938593,"Nebraska",146
41.322508,-95.938593,"Nebraska",43
41.322508,-95.938593,"Nebraska",39
41.322508,-95.938593,"Nebraska",10
41.322508,-95.938593,"Nebraska",60
41.322508,-95.938593,"Nebraska",24
41.322508,-95.938593,"Nebraska",47
41.322508,-95.938593,"Nebraska",10
41.322508,-95.938593,"Nebraska",51
41.322508,-95.938593,"Nebraska",126
41.322508,-95.938593,"Nebraska",118
41.322508,-95.938593,"Nebraska",12
41.322508,-95.938593,"Nebraska",36
41.322508,-95.938593,"Nebraska",2
41.322508,-95.938593,"Nebraska",26
41.322508,-95.938593,"Nebraska",35
41.322508,-95.938593,"Nebraska",4
41.322508,-95.938593,"Nebraska",1
41.322508,-95.938593,"Nebraska",25
41.322508,-95.938593,"Nebraska",17
41.322508,-95.938593,"Nebraska",57
41.322508,-95.938593,"Nebraska",16
41.322508,-95.938593,"Nebraska",3
41.322508,-95.938593,"Nebraska",23
41.322508,-95.938593,"Nebraska",111
41.322508,-95.938593,"Nebraska",40
41.322508,-95.938593,"Nebraska",6
41.322508,-95.938593,"Nebraska",5
41.322508,-95.938593,"Nebraska",4
41.322508,-95.938593,"Nebraska",8
41.322508,-95.938593,"Nebraska",8
41.322508,-95.938593,"Nebraska",64
41.322508,-95.938593,"Nebraska",6
41.322508,-95.938593,"Nebraska",9
41.322508,-95.938593,"Nebraska",3
41.322508,-95.938593,"Nebraska",19
41.322508,-95.938593,"Nebraska",10
41.322508,-95.938593,"Nebraska",11
41.322508,-95.938593,"Nebraska",147
41.322508,-95.938593,"Nebraska",12
41.322508,-95.938593,"Nebraska",10
41.322508,-95.938593,"Nebraska",6
41.322508,-95.938593,"Nebraska",105
41.322508,-95.938593,"Nebraska",33
41.322508,-95.938593,"Nebraska",52
41.322508,-95.938593,"Nebraska",17
41.322508,-95.938593,"Nebraska",49
41.322508,-95.938593,"Nebraska",11
41.322508,-95.938593,"Nebraska",18
41.322508,-95.938593,"Nebraska",10
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",24
36.173415,-115.332728,"Nevada",41
36.173415,-115.332728,"Nevada",36
36.173415,-115.332728,"Nevada",15
36.173415,-115.332728,"Nevada",18
36.173415,-115.332728,"Nevada",13
36.173415,-115.332728,"Nevada",4
36.173415,-115.332728,"Nevada",44
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",3
36.173415,-115.332728,"Nevada",13
36.173415,-115.332728,"Nevada",15
36.173415,-115.332728,"Nevada",34
36.173415,-115.332728,"Nevada",14
36.173415,-115.332728,"Nevada",16
36.173415,-115.332728,"Nevada",18
36.173415,-115.332728,"Nevada",7
36.173415,-115.332728,"Nevada",8
36.173415,-115.332728,"Nevada",9
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",4
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",6
36.173415,-115.332728,"Nevada",12
36.173415,-115.332728,"Nevada",76
36.173415,-115.332728,"Nevada",20
36.173415,-115.332728,"Nevada",75
36.173415,-115.332728,"Nevada",31
36.173415,-115.332728,"Nevada",16
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",14
36.173415,-115.332728,"Nevada",41
36.173415,-115.332728,"Nevada",81
36.173415,-115.332728,"Nevada",11
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",4
36.173415,-115.332728,"Nevada",24
36.173415,-115.332728,"Nevada",6
36.173415,-115.332728,"Nevada",11
36.173415,-115.332728,"Nevada",47
36.173415,-115.332728,"Nevada",7
36.173415,-115.332728,"Nevada",13
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",13
36.173415,-115.332728,"Nevada",13
36.173415,-115.332728,"Nevada",252
36.173415,-115.332728,"Nevada",20
36.173415,-115.332728,"Nevada",12
36.173415,-115.332728,"Nevada",145
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",32
36.173415,-115.332728,"Nevada",37
36.173415,-115.332728,"Nevada",44
36.173415,-115.332728,"Nevada",15
36.173415,-115.332728,"Nevada",23
36.173415,-115.332728,"Nevada",3
36.173415,-115.332728,"Nevada",17
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",3
36.173415,-115.332728,"Nevada",14
36.173415,-115.332728,"Nevada",34
36.173415,-115.332728,"Nevada",28
36.173415,-115.332728,"Nevada",56
36.173415,-115.332728,"Nevada",28
36.173415,-115.332728,"Nevada",22
36.173415,-115.332728,"Nevada",66
36.173415,-115.332728,"Nevada",59
36.173415,-115.332728,"Nevada",6
36.173415,-115.332728,"Nevada",4
36.173415,-115.332728,"Nevada",6
36.173415,-115.332728,"Nevada",11
36.173415,-115.332728,"Nevada",3
36.173415,-115.332728,"Nevada",51
36.173415,-115.332728,"Nevada",7
36.173415,-115.332728,"Nevada",8
36.173415,-115.332728,"Nevada",20
36.173415,-115.332728,"Nevada",14
36.173415,-115.332728,"Nevada",5
36.173415,-115.332728,"Nevada",6
36.173415,-115.332728,"Nevada",49
36.173415,-115.332728,"Nevada",18
36.173415,-115.332728,"Nevada",15
36.173415,-115.332728,"Nevada",156
36.173415,-115.332728,"Nevada",14
36.173415,-115.332728,"Nevada",38
36.173415,-115.332728,"Nevada",58
36.173415,-115.332728,"Nevada",9
36.173415,-115.332728,"Nevada",14
36.173415,-115.332728,"Nevada",21
36.173415,-115.332728,"Nevada",84
36.173415,-115.332728,"Nevada",75
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",6
36.173415,-115.332728,"Nevada",8
36.173415,-115.332728,"Nevada",57
36.173415,-115.332728,"Nevada",10
36.173415,-115.332728,"Nevada",35
36.173415,-115.332728,"Nevada",7
36.173415,-115.332728,"Nevada",10
36.173415,-115.332728,"Nevada",5
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",3
36.173415,-115.332728,"Nevada",24
36.173415,-115.332728,"Nevada",18
36.173415,-115.332728,"Nevada",34
36.173415,-115.332728,"Nevada",6
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",66
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",28
36.173415,-115.332728,"Nevada",12
36.173415,-115.332728,"Nevada",10
36.173415,-115.332728,"Nevada",93
36.173415,-115.332728,"Nevada",104
36.173415,-115.332728,"Nevada",17
36.173415,-115.332728,"Nevada",16
36.173415,-115.332728,"Nevada",9
36.173415,-115.332728,"Nevada",58
36.173415,-115.332728,"Nevada",24
36.173415,-115.332728,"Nevada",10
36.173415,-115.332728,"Nevada",7
36.173415,-115.332728,"Nevada",9
36.173415,-115.332728,"Nevada",14
36.173415,-115.332728,"Nevada",6
36.173415,-115.332728,"Nevada",15
36.173415,-115.332728,"Nevada",14
36.173415,-115.332728,"Nevada",23
36.173415,-115.332728,"Nevada",8
36.173415,-115.332728,"Nevada",64
36.173415,-115.332728,"Nevada",46
36.173415,-115.332728,"Nevada",32
36.173415,-115.332728,"Nevada",7
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",29
36.173415,-115.332728,"Nevada",9
36.173415,-115.332728,"Nevada",61
36.173415,-115.332728,"Nevada",9
36.173415,-115.332728,"Nevada",20
36.173415,-115.332728,"Nevada",154
36.173415,-115.332728,"Nevada",8
36.173415,-115.332728,"Nevada",39
36.173415,-115.332728,"Nevada",3
36.173415,-115.332728,"Nevada",27
36.173415,-115.332728,"Nevada",85
36.173415,-115.332728,"Nevada",42
36.173415,-115.332728,"Nevada",37
36.173415,-115.332728,"Nevada",30
36.173415,-115.332728,"Nevada",42
36.173415,-115.332728,"Nevada",40
36.173415,-115.332728,"Nevada",142
36.173415,-115.332728,"Nevada",4
36.173415,-115.332728,"Nevada",41
36.173415,-115.332728,"Nevada",102
36.173415,-115.332728,"Nevada",22
36.173415,-115.332728,"Nevada",71
36.173415,-115.332728,"Nevada",26
36.173415,-115.332728,"Nevada",40
36.173415,-115.332728,"Nevada",6
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",18
36.173415,-115.332728,"Nevada",187
36.173415,-115.332728,"Nevada",3
36.173415,-115.332728,"Nevada",32
36.173415,-115.332728,"Nevada",83
36.173415,-115.332728,"Nevada",21
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",11
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",45
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",58
36.173415,-115.332728,"Nevada",83
36.173415,-115.332728,"Nevada",12
36.173415,-115.332728,"Nevada",4
36.173415,-115.332728,"Nevada",92
36.173415,-115.332728,"Nevada",30
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",9
36.173415,-115.332728,"Nevada",3
36.173415,-115.332728,"Nevada",95
36.173415,-115.332728,"Nevada",7
36.173415,-115.332728,"Nevada",19
36.173415,-115.332728,"Nevada",11
36.173415,-115.332728,"Nevada",17
36.173415,-115.332728,"Nevada",32
36.173415,-115.332728,"Nevada",62
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",245
36.173415,-115.332728,"Nevada",146
36.173415,-115.332728,"Nevada",9
36.173415,-115.332728,"Nevada",7
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",108
36.173415,-115.332728,"Nevada",38
36.173415,-115.332728,"Nevada",55
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",34
36.173415,-115.332728,"Nevada",27
36.173415,-115.332728,"Nevada",6
36.173415,-115.332728,"Nevada",8
36.173415,-115.332728,"Nevada",18
36.173415,-115.332728,"Nevada",3
36.173415,-115.332728,"Nevada",47
36.173415,-115.332728,"Nevada",37
36.173415,-115.332728,"Nevada",171
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",1
36.173415,-115.332728,"Nevada",29
36.173415,-115.332728,"Nevada",14
36.173415,-115.332728,"Nevada",4
36.173415,-115.332728,"Nevada",2
36.173415,-115.332728,"Nevada",3
36.173415,-115.332728,"Nevada",15
36.173415,-115.332728,"Nevada",92
36.173415,-115.332728,"Nevada",32
36.173415,-115.332728,"Nevada",29
